map,wait_time_s,ping,kills,assists,deaths,mvps,hs_percent,points,result
Mirage,9.0,26.0,13.0,7.0,22.0,3.0,15.0,41.0,Lost
Dust II,1.0,18.0,16.0,5.0,20.0,2.0,37.0,48.0,Lost
Dust II,72.0,15.0,14.0,3.0,17.0,2.0,13.0,33.0,Win
Mirage,10.0,13.0,22.0,6.0,13.0,6.0,36.0,63.0,Win
Dust II,29.0,15.0,16.0,3.0,13.0,2.0,18.0,43.0,Win
Dust II,3.0,14.0,17.0,8.0,20.0,1.0,29.0,51.0,Tie
Mirage,20.0,13.0,13.0,3.0,23.0,1.0,23.0,40.0,Tie
Inferno,11.0,34.0,12.0,0.0,18.0,0.0,33.0,24.0,Lost
Mirage,11.0,45.0,4.0,0.0,18.0,0.0,25.0,10.0,Lost
Mirage,10.0,23.0,14.0,6.0,12.0,0.0,14.0,39.0,Win
Mirage,9.0,0.0,6.0,2.0,17.0,0.0,66.0,14.0,Lost
Dust II,2.0,15.0,9.0,5.0,19.0,0.0,33.0,23.0,Lost
Inferno,7.0,24.0,7.0,4.0,16.0,0.0,14.0,22.0,Lost
Cobblestone,10.0,0.0,12.0,5.0,20.0,2.0,16.0,35.0,Win
Mirage,9.0,15.0,7.0,6.0,22.0,0.0,42.0,26.0,Win
Mirage,2.0,227.0,12.0,3.0,20.0,1.0,41.0,29.0,Lost
Mirage,17.0,14.0,20.0,3.0,19.0,1.0,40.0,48.0,Lost
Mirage,2.0,130.0,12.0,4.0,19.0,2.0,16.0,45.0,Win
Mirage,12.0,45.0,9.0,5.0,20.0,0.0,10.0,29.0,Win
Inferno,41.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,Lost
Dust II,3.0,25.0,8.0,5.0,12.0,2.0,62.0,28.0,Win
Dust II,0.0,14.0,13.0,1.0,15.0,1.0,23.0,33.0,Win
Dust II,69.0,31.0,13.0,10.0,8.0,2.0,23.0,36.0,Win
Inferno,25.0,14.0,11.0,4.0,11.0,1.0,9.0,27.0,Win
Mirage,1.0,19.0,17.0,5.0,16.0,2.0,23.0,47.0,Win
Inferno,3.0,25.0,11.0,8.0,23.0,0.0,27.0,30.0,Tie
Inferno,2.0,0.0,3.0,0.0,6.0,0.0,66.0,7.0,Win
Inferno,30.0,12.0,16.0,2.0,18.0,2.0,17.0,41.0,Lost
Mirage,9.0,15.0,18.0,5.0,21.0,1.0,52.0,44.0,Win
Mirage,60.0,23.0,13.0,3.0,21.0,1.0,23.0,42.0,Win
Inferno,27.0,15.0,13.0,3.0,15.0,3.0,7.0,34.0,Win
Inferno,6.0,11.0,11.0,1.0,13.0,1.0,0.0,25.0,Win
Inferno,21.0,32.0,15.0,5.0,9.0,4.0,13.0,37.0,Win
Inferno,17.0,0.0,1.0,1.0,6.0,0.0,0.0,3.0,Lost
Inferno,12.0,15.0,10.0,2.0,17.0,1.0,10.0,24.0,Win
Inferno,7.0,40.0,18.0,5.0,16.0,0.0,5.0,42.0,Win
Dust II,8.0,26.0,17.0,6.0,22.0,2.0,35.0,43.0,Win
Mirage,3.0,30.0,18.0,5.0,9.0,5.0,33.0,45.0,Win
Inferno,7.0,11.0,19.0,2.0,23.0,2.0,31.0,45.0,Tie
Mirage,6.0,23.0,14.0,5.0,20.0,1.0,21.0,41.0,Lost
Inferno,7.0,28.0,17.0,3.0,18.0,5.0,23.0,45.0,Win
Cobblestone,3.0,14.0,8.0,1.0,18.0,0.0,25.0,23.0,Win
Mirage,10.0,10.0,14.0,2.0,13.0,1.0,7.0,41.0,Win
Mirage,6.0,39.0,7.0,5.0,9.0,0.0,25.0,26.0,Win
Mirage,32.0,11.0,5.0,4.0,18.0,0.0,40.0,20.0,Lost
Mirage,5.0,30.0,30.0,5.0,19.0,4.0,20.0,75.0,Tie
Dust II,2.0,16.0,6.0,4.0,18.0,2.0,16.0,22.0,Lost
Inferno,1.0,150.0,9.0,4.0,23.0,2.0,22.0,27.0,Tie
Inferno,3.0,36.0,7.0,8.0,12.0,1.0,28.0,25.0,Win
Mirage,10.0,18.0,6.0,2.0,18.0,0.0,16.0,18.0,Lost
Inferno,36.0,16.0,10.0,2.0,15.0,1.0,30.0,26.0,Win
Inferno,7.0,11.0,15.0,4.0,21.0,1.0,20.0,36.0,Lost
Inferno,28.0,12.0,13.0,6.0,21.0,2.0,15.0,39.0,Win
Mirage,4.0,24.0,17.0,5.0,18.0,2.0,35.0,49.0,Win
Dust II,2.0,16.0,12.0,6.0,19.0,3.0,16.0,39.0,Lost
Inferno,2.0,12.0,10.0,0.0,17.0,0.0,30.0,23.0,Lost
Dust II,7.0,16.0,15.0,3.0,10.0,3.0,26.0,40.0,Win
Mirage,3.0,62.0,8.0,4.0,16.0,0.0,12.0,28.0,Win
Dust II,6.0,19.0,10.0,4.0,11.0,3.0,50.0,28.0,Win
Mirage,10.0,22.0,9.0,3.0,17.0,2.0,22.0,25.0,Lost
Dust II,3.0,15.0,22.0,5.0,13.0,2.0,22.0,52.0,Win
Inferno,2.0,16.0,14.0,6.0,25.0,0.0,21.0,37.0,Tie
Mirage,10.0,0.0,1.0,2.0,10.0,0.0,0.0,4.0,Lost
Inferno,28.0,16.0,11.0,9.0,18.0,2.0,36.0,35.0,Win
Mirage,1.0,27.0,20.0,2.0,19.0,1.0,10.0,50.0,Lost
Dust II,3.0,13.0,19.0,4.0,14.0,7.0,31.0,51.0,Win
Cache,4.0,13.0,15.0,5.0,6.0,2.0,26.0,38.0,Win
Cobblestone,59.0,29.0,21.0,3.0,22.0,3.0,33.0,54.0,Lost
Dust II,10.0,14.0,22.0,2.0,10.0,2.0,9.0,51.0,Win
Inferno,1.0,23.0,10.0,4.0,13.0,1.0,30.0,27.0,Win
Inferno,31.0,24.0,17.0,5.0,23.0,2.0,17.0,45.0,Lost
Mirage,3.0,15.0,16.0,1.0,14.0,4.0,31.0,47.0,Win
Inferno,6.0,33.0,10.0,2.0,12.0,1.0,30.0,33.0,Win
Dust II,27.0,17.0,13.0,4.0,25.0,1.0,53.0,39.0,Tie
Mirage,6.0,25.0,11.0,1.0,20.0,0.0,36.0,27.0,Lost
Mirage,12.0,26.0,16.0,2.0,9.0,3.0,18.0,49.0,Win
Inferno,1.0,11.0,16.0,4.0,23.0,1.0,18.0,42.0,Lost
Dust II,1.0,32.0,15.0,2.0,18.0,0.0,53.0,32.0,Lost
Mirage,1.0,12.0,5.0,5.0,17.0,0.0,20.0,15.0,Lost
Mirage,1.0,32.0,5.0,2.0,17.0,0.0,40.0,12.0,Lost
Mirage,115.0,15.0,8.0,4.0,16.0,2.0,50.0,28.0,Win
Mirage,2.0,15.0,16.0,2.0,18.0,1.0,25.0,43.0,Lost
Mirage,2.0,13.0,9.0,0.0,8.0,0.0,11.0,21.0,Win
Mirage,13.0,17.0,21.0,1.0,22.0,3.0,28.0,48.0,Tie
Mirage,2.0,31.0,11.0,3.0,25.0,1.0,45.0,29.0,Lost
Mirage,1.0,39.0,27.0,6.0,20.0,2.0,22.0,71.0,Lost
Cobblestone,30.0,24.0,16.0,1.0,23.0,3.0,12.0,40.0,Lost
Mirage,3.0,16.0,11.0,2.0,13.0,2.0,18.0,28.0,Win
Dust II,1.0,27.0,12.0,0.0,21.0,2.0,50.0,33.0,Lost
Mirage,0.0,15.0,11.0,3.0,25.0,1.0,45.0,31.0,Lost
Cache,5.0,28.0,11.0,4.0,17.0,0.0,27.0,36.0,Win
Dust II,23.0,0.0,6.0,5.0,15.0,1.0,33.0,19.0,Lost
Mirage,1.0,27.0,6.0,2.0,17.0,1.0,16.0,27.0,Lost
Cache,8.0,27.0,13.0,3.0,24.0,1.0,50.0,40.0,Tie
Inferno,21.0,14.0,16.0,5.0,25.0,0.0,25.0,41.0,Tie
Cobblestone,135.0,30.0,18.0,4.0,21.0,1.0,16.0,46.0,Win
Mirage,26.0,9.0,19.0,3.0,23.0,2.0,21.0,48.0,Tie
Dust II,22.0,14.0,7.0,5.0,22.0,0.0,37.0,22.0,Lost
Inferno,10.0,16.0,12.0,1.0,16.0,0.0,25.0,25.0,Lost
Inferno,8.0,33.0,16.0,1.0,15.0,2.0,18.0,35.0,Lost
Dust II,15.0,38.0,10.0,5.0,23.0,1.0,30.0,27.0,Lost
Mirage,5.0,18.0,19.0,2.0,20.0,1.0,15.0,47.0,Tie
Inferno,27.0,18.0,17.0,3.0,17.0,2.0,29.0,45.0,Win
Italy,6.0,34.0,7.0,4.0,17.0,0.0,28.0,22.0,Lost
Inferno,12.0,26.0,31.0,5.0,16.0,4.0,19.0,71.0,Win
Inferno,9.0,41.0,20.0,5.0,20.0,2.0,19.0,53.0,Tie
Cobblestone,30.0,45.0,20.0,3.0,20.0,1.0,15.0,47.0,Lost
Dust II,3.0,30.0,17.0,2.0,14.0,0.0,23.0,45.0,Win
Inferno,11.0,25.0,11.0,3.0,20.0,0.0,0.0,27.0,Lost
Inferno,1.0,38.0,14.0,5.0,22.0,1.0,21.0,35.0,Lost
Dust II,0.0,32.0,19.0,6.0,24.0,3.0,15.0,59.0,Lost
Dust II,4.0,147.0,15.0,5.0,11.0,2.0,40.0,42.0,Win
Dust II,7.0,17.0,10.0,2.0,21.0,3.0,0.0,26.0,Win
Mirage,6.0,23.0,22.0,4.0,22.0,4.0,27.0,61.0,Tie
Mirage,5.0,13.0,5.0,5.0,17.0,0.0,40.0,16.0,Lost
Mirage,17.0,33.0,15.0,6.0,23.0,1.0,26.0,45.0,Lost
Mirage,32.0,81.0,12.0,2.0,20.0,1.0,33.0,33.0,Lost
Dust II,7.0,23.0,14.0,2.0,17.0,1.0,7.0,36.0,Lost
Dust II,1.0,23.0,16.0,4.0,20.0,2.0,31.0,46.0,Lost
Dust II,29.0,44.0,11.0,6.0,20.0,1.0,9.0,37.0,Tie
Mirage,36.0,27.0,21.0,2.0,15.0,3.0,38.0,49.0,Win
Mirage,1.0,43.0,13.0,5.0,19.0,1.0,7.0,33.0,Lost
Dust II,66.0,28.0,13.0,5.0,8.0,1.0,23.0,33.0,Win
Dust II,51.0,20.0,14.0,3.0,19.0,1.0,14.0,39.0,Lost
Dust II,3.0,22.0,11.0,5.0,14.0,1.0,8.0,29.0,Win
Dust II,5.0,19.0,18.0,3.0,23.0,1.0,22.0,49.0,Tie
Mirage,5.0,40.0,11.0,6.0,8.0,1.0,9.0,39.0,Win
Dust II,2.0,18.0,13.0,6.0,22.0,1.0,23.0,35.0,Win
Dust II,18.0,41.0,8.0,8.0,22.0,2.0,50.0,30.0,Lost
Mirage,4.0,0.0,3.0,1.0,9.0,0.0,0.0,7.0,Lost
Dust II,2.0,47.0,16.0,4.0,13.0,3.0,18.0,41.0,Win
Dust II,13.0,35.0,15.0,4.0,12.0,3.0,33.0,35.0,Win
Dust II,2.0,38.0,20.0,4.0,17.0,1.0,35.0,49.0,Win
Mirage,1.0,36.0,19.0,6.0,21.0,3.0,26.0,49.0,Lost
Mirage,43.0,19.0,9.0,1.0,17.0,0.0,33.0,28.0,Lost
Mirage,3.0,24.0,20.0,4.0,10.0,4.0,10.0,50.0,Win
Mirage,8.0,25.0,20.0,5.0,20.0,4.0,15.0,52.0,Win
Dust II,5.0,40.0,18.0,4.0,17.0,1.0,22.0,49.0,Win
Inferno,16.0,51.0,19.0,3.0,19.0,3.0,31.0,48.0,Win
Inferno,26.0,68.0,5.0,2.0,16.0,0.0,20.0,12.0,Lost
Dust II,4.0,18.0,12.0,7.0,14.0,2.0,16.0,33.0,Win
Dust II,17.0,37.0,28.0,4.0,18.0,4.0,21.0,62.0,Win
Dust II,3.0,25.0,12.0,3.0,22.0,0.0,41.0,32.0,Lost
Dust II,1.0,78.0,14.0,1.0,18.0,0.0,42.0,34.0,Lost
Mirage,0.0,48.0,12.0,5.0,23.0,1.0,33.0,36.0,Lost
Dust II,8.0,76.0,25.0,4.0,16.0,1.0,20.0,56.0,Win
Dust II,3.0,80.0,17.0,4.0,16.0,1.0,11.0,50.0,Win
Mirage,32.0,31.0,18.0,5.0,12.0,3.0,22.0,52.0,Win
Mirage,4.0,37.0,19.0,4.0,17.0,3.0,26.0,47.0,Win
Dust II,5.0,38.0,12.0,1.0,17.0,1.0,50.0,26.0,Lost
Dust II,28.0,33.0,12.0,2.0,17.0,3.0,8.0,33.0,Lost
Mirage,8.0,34.0,14.0,1.0,19.0,1.0,21.0,35.0,Lost
Dust II,2.0,39.0,10.0,2.0,19.0,1.0,30.0,26.0,Lost
Overpass,1.0,39.0,19.0,3.0,18.0,3.0,36.0,46.0,Lost
Mirage,5.0,39.0,26.0,3.0,19.0,6.0,23.0,67.0,Win
Dust II,19.0,32.0,9.0,3.0,18.0,1.0,11.0,28.0,Lost
Cache,2.0,44.0,7.0,1.0,21.0,2.0,33.0,23.0,Lost
Dust II,2.0,24.0,16.0,6.0,17.0,3.0,12.0,44.0,Win
Dust II,7.0,38.0,7.0,0.0,16.0,0.0,28.0,14.0,Lost
Mirage,31.0,41.0,8.0,3.0,14.0,0.0,12.0,19.0,Lost
Mirage,20.0,38.0,19.0,3.0,16.0,2.0,10.0,47.0,Win
Dust II,55.0,42.0,15.0,5.0,22.0,1.0,6.0,42.0,Lost
Inferno,6.0,21.0,21.0,8.0,23.0,2.0,19.0,50.0,Win
Mirage,15.0,25.0,17.0,10.0,23.0,1.0,52.0,52.0,Win
Mirage,55.0,46.0,7.0,0.0,17.0,0.0,28.0,14.0,Lost
Dust II,54.0,20.0,13.0,1.0,5.0,3.0,38.0,33.0,Win
Mirage,28.0,20.0,10.0,4.0,18.0,2.0,20.0,29.0,Lost
Inferno,5.0,35.0,15.0,4.0,14.0,2.0,33.0,36.0,Win
Inferno,1.0,49.0,14.0,4.0,13.0,2.0,21.0,44.0,Win
Inferno,30.0,52.0,21.0,3.0,16.0,3.0,9.0,52.0,Win
Mirage,5.0,39.0,22.0,3.0,19.0,5.0,22.0,68.0,Win
Dust II,102.0,40.0,13.0,7.0,22.0,1.0,15.0,44.0,Lost
Overpass,1.0,30.0,13.0,9.0,21.0,0.0,46.0,43.0,Lost
Mirage,3.0,19.0,6.0,3.0,17.0,0.0,0.0,19.0,Lost
Mirage,77.0,31.0,21.0,7.0,21.0,3.0,23.0,53.0,Lost
Dust II,1.0,43.0,13.0,5.0,10.0,1.0,7.0,33.0,Win
Dust II,9.0,73.0,20.0,6.0,20.0,1.0,25.0,48.0,Win
Dust II,2.0,0.0,9.0,1.0,8.0,2.0,55.0,21.0,Lost
Cobblestone,1.0,62.0,27.0,1.0,21.0,4.0,29.0,64.0,Tie
Dust II,3.0,67.0,17.0,3.0,14.0,1.0,29.0,37.0,Win
Inferno,3.0,38.0,15.0,7.0,17.0,3.0,26.0,43.0,Win
Inferno,5.0,41.0,14.0,5.0,22.0,1.0,21.0,36.0,Lost
Nuke,2.0,55.0,14.0,8.0,23.0,3.0,21.0,43.0,Lost
Inferno,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Lost
Inferno,12.0,37.0,12.0,4.0,22.0,1.0,16.0,34.0,Lost
Cache,2.0,32.0,30.0,6.0,16.0,4.0,33.0,76.0,Win
Mirage,44.0,36.0,13.0,7.0,20.0,1.0,46.0,35.0,Lost
Inferno,4.0,39.0,11.0,5.0,21.0,0.0,41.0,27.0,Win
Mirage,0.0,22.0,14.0,2.0,20.0,1.0,35.0,36.0,Lost
Overpass,12.0,51.0,17.0,1.0,18.0,1.0,29.0,40.0,Lost
Dust II,21.0,0.0,19.0,4.0,18.0,0.0,15.0,51.0,Lost
Dust II,6.0,23.0,12.0,2.0,17.0,1.0,23.0,26.0,Lost
Mirage,5.0,37.0,9.0,5.0,15.0,2.0,33.0,25.0,Lost
Dust II,22.0,39.0,11.0,0.0,13.0,3.0,9.0,24.0,Win
Dust II,7.0,40.0,9.0,3.0,18.0,0.0,33.0,21.0,Lost
Mirage,2.0,39.0,12.0,2.0,12.0,3.0,23.0,36.0,Win
Dust II,46.0,42.0,17.0,4.0,19.0,1.0,23.0,40.0,Win
Dust II,0.0,37.0,26.0,6.0,16.0,6.0,23.0,71.0,Win
Mirage,2.0,31.0,24.0,3.0,20.0,2.0,33.0,62.0,Lost
Mirage,26.0,0.0,5.0,0.0,15.0,1.0,20.0,15.0,Lost
Mirage,7.0,35.0,12.0,7.0,19.0,2.0,41.0,34.0,Lost
Dust II,1.0,41.0,14.0,8.0,16.0,1.0,14.0,42.0,Win
Mirage,2.0,38.0,12.0,4.0,16.0,1.0,50.0,35.0,Lost
Inferno,3.0,41.0,25.0,3.0,22.0,3.0,16.0,58.0,Lost
Dust II,3.0,37.0,22.0,10.0,11.0,3.0,22.0,58.0,Win
Cache,9.0,35.0,13.0,4.0,22.0,2.0,30.0,45.0,Win
Inferno,8.0,40.0,18.0,4.0,15.0,2.0,16.0,47.0,Win
Dust II,4.0,0.0,17.0,2.0,13.0,3.0,47.0,47.0,Lost
Dust II,2.0,24.0,8.0,5.0,20.0,0.0,37.0,21.0,Lost
Dust II,9.0,34.0,11.0,8.0,17.0,3.0,18.0,39.0,Win
Mirage,8.0,43.0,25.0,5.0,15.0,2.0,32.0,68.0,Win
Dust II,24.0,0.0,17.0,6.0,19.0,1.0,38.0,45.0,Lost
Mirage,6.0,41.0,11.0,4.0,18.0,2.0,18.0,32.0,Lost
Dust II,3.0,33.0,25.0,3.0,13.0,4.0,32.0,62.0,Win
Inferno,13.0,39.0,15.0,2.0,10.0,4.0,33.0,32.0,Win
Mirage,16.0,20.0,13.0,10.0,19.0,2.0,30.0,46.0,Lost
Dust II,5.0,37.0,19.0,4.0,10.0,4.0,15.0,48.0,Win
Dust II,19.0,22.0,8.0,2.0,19.0,0.0,0.0,22.0,Lost
Inferno,6.0,26.0,11.0,7.0,11.0,0.0,54.0,33.0,Win
Nuke,35.0,27.0,7.0,4.0,22.0,0.0,14.0,18.0,Lost
Cache,3.0,57.0,10.0,4.0,12.0,1.0,50.0,34.0,Win
Dust II,77.0,0.0,10.0,2.0,13.0,0.0,20.0,31.0,Lost
Mirage,3.0,116.0,11.0,2.0,11.0,1.0,18.0,34.0,Win
Cache,4.0,124.0,10.0,1.0,18.0,2.0,0.0,23.0,Lost
Mirage,7.0,24.0,7.0,3.0,18.0,0.0,28.0,21.0,Lost
Dust II,14.0,36.0,12.0,5.0,20.0,2.0,8.0,31.0,Lost
Dust II,3.0,23.0,14.0,8.0,18.0,2.0,21.0,43.0,Lost
Overpass,7.0,32.0,10.0,4.0,16.0,2.0,10.0,29.0,Lost
Nuke,3.0,39.0,12.0,5.0,25.0,0.0,25.0,32.0,Lost
Dust II,8.0,35.0,16.0,5.0,25.0,2.0,37.0,42.0,Lost
Dust II,6.0,26.0,13.0,7.0,22.0,1.0,61.0,45.0,Tie
Inferno,5.0,24.0,24.0,9.0,22.0,3.0,16.0,61.0,Lost
Mirage,20.0,25.0,22.0,4.0,10.0,3.0,18.0,52.0,Win
Dust II,4.0,23.0,30.0,5.0,18.0,6.0,20.0,71.0,Win
Cache,3.0,23.0,21.0,5.0,20.0,4.0,9.0,53.0,Lost
Dust II,5.0,40.0,19.0,6.0,14.0,2.0,31.0,51.0,Win
Inferno,5.0,23.0,11.0,2.0,9.0,2.0,27.0,24.0,Lost
Inferno,8.0,41.0,13.0,3.0,12.0,3.0,15.0,31.0,Win
Inferno,4.0,20.0,18.0,3.0,24.0,1.0,27.0,43.0,Lost
Mirage,4.0,34.0,14.0,5.0,24.0,3.0,28.0,43.0,Lost
Dust II,42.0,21.0,17.0,1.0,13.0,2.0,41.0,46.0,Win
Inferno,23.0,36.0,5.0,3.0,14.0,0.0,20.0,19.0,Win
Inferno,3.0,37.0,15.0,6.0,19.0,2.0,46.0,37.0,Lost
Inferno,0.0,50.0,24.0,3.0,22.0,5.0,50.0,59.0,Lost
Inferno,7.0,36.0,23.0,4.0,17.0,4.0,34.0,61.0,Lost
Inferno,4.0,53.0,20.0,14.0,21.0,2.0,25.0,62.0,Win
Inferno,12.0,42.0,15.0,8.0,18.0,2.0,26.0,38.0,Win
Inferno,2.0,63.0,10.0,9.0,18.0,1.0,40.0,29.0,Lost
Inferno,4.0,335.0,15.0,4.0,20.0,2.0,26.0,43.0,Lost
Inferno,8.0,49.0,24.0,2.0,17.0,4.0,16.0,55.0,Win
Dust II,8.0,724.0,13.0,3.0,20.0,2.0,30.0,36.0,Win
Dust II,9.0,53.0,13.0,1.0,17.0,1.0,46.0,29.0,Win
Dust II,5.0,0.0,7.0,2.0,10.0,0.0,28.0,30.0,Lost
Dust II,4.0,42.0,19.0,4.0,18.0,3.0,36.0,56.0,Win
Inferno,13.0,39.0,28.0,7.0,22.0,4.0,21.0,72.0,Win
Inferno,5.0,47.0,7.0,2.0,16.0,0.0,42.0,18.0,Lost
Dust II,1.0,69.0,19.0,4.0,21.0,3.0,21.0,50.0,Win
Mirage,1.0,38.0,15.0,6.0,23.0,0.0,26.0,39.0,Lost
Dust II,25.0,49.0,7.0,7.0,16.0,1.0,57.0,31.0,Win
Dust II,33.0,45.0,14.0,3.0,12.0,2.0,42.0,42.0,Win
Cache,4.0,40.0,13.0,4.0,21.0,2.0,0.0,39.0,Lost
Dust II,1.0,38.0,7.0,0.0,14.0,2.0,0.0,24.0,Win
Mirage,4.0,38.0,9.0,6.0,22.0,1.0,11.0,33.0,Win
Dust II,62.0,45.0,19.0,2.0,11.0,2.0,15.0,56.0,Win
Dust II,27.0,34.0,13.0,8.0,19.0,4.0,46.0,46.0,Lost
Inferno,30.0,41.0,14.0,5.0,18.0,1.0,57.0,38.0,Lost
Inferno,32.0,49.0,11.0,2.0,21.0,1.0,18.0,24.0,Lost
Dust II,1.0,73.0,6.0,3.0,16.0,0.0,33.0,19.0,Lost
Dust II,3.0,40.0,7.0,2.0,17.0,1.0,0.0,16.0,Lost
Mirage,8.0,137.0,15.0,6.0,26.0,0.0,20.0,40.0,Lost
Mirage,0.0,58.0,13.0,1.0,17.0,1.0,53.0,36.0,Lost
Inferno,1.0,38.0,13.0,10.0,21.0,3.0,46.0,42.0,Win
Dust II,13.0,44.0,13.0,3.0,17.0,1.0,15.0,31.0,Lost
Dust II,1.0,24.0,9.0,4.0,18.0,1.0,44.0,22.0,Lost
Mirage,7.0,24.0,12.0,4.0,18.0,0.0,25.0,33.0,Lost
Dust II,3.0,95.0,15.0,7.0,15.0,2.0,20.0,43.0,Win
Inferno,15.0,39.0,7.0,0.0,5.0,2.0,28.0,27.0,Win
Dust II,1.0,38.0,9.0,4.0,23.0,0.0,22.0,28.0,Tie
Dust II,5.0,40.0,11.0,3.0,15.0,2.0,18.0,38.0,Win
Dust II,34.0,53.0,12.0,5.0,17.0,1.0,33.0,35.0,Win
Dust II,1.0,25.0,14.0,3.0,24.0,0.0,14.0,34.0,Lost
Mirage,3.0,22.0,6.0,5.0,21.0,0.0,16.0,24.0,Lost
Mirage,18.0,35.0,13.0,6.0,16.0,1.0,30.0,33.0,Win
Dust II,11.0,40.0,9.0,5.0,17.0,1.0,22.0,31.0,Win
Dust II,3.0,50.0,28.0,4.0,19.0,3.0,14.0,74.0,Tie
Dust II,5.0,27.0,19.0,6.0,14.0,4.0,33.0,59.0,Win
Dust II,3.0,41.0,12.0,5.0,12.0,1.0,16.0,34.0,Win
Dust II,7.0,35.0,18.0,3.0,19.0,2.0,31.0,48.0,Lost
Mirage,109.0,62.0,18.0,3.0,19.0,2.0,11.0,53.0,Lost
Dust II,3.0,34.0,15.0,5.0,16.0,0.0,20.0,41.0,Lost
Inferno,6.0,40.0,19.0,6.0,21.0,2.0,36.0,50.0,Lost
Dust II,6.0,37.0,11.0,2.0,8.0,1.0,9.0,32.0,Win
Cache,5.0,0.0,9.0,3.0,14.0,1.0,22.0,22.0,Lost
Dust II,2.0,23.0,15.0,2.0,24.0,2.0,20.0,35.0,Lost
Dust II,3.0,44.0,17.0,4.0,8.0,3.0,11.0,39.0,Win
Dust II,9.0,25.0,26.0,7.0,16.0,3.0,19.0,67.0,Win
Dust II,11.0,38.0,10.0,3.0,18.0,0.0,30.0,28.0,Lost
Dust II,8.0,38.0,13.0,4.0,22.0,1.0,23.0,33.0,Lost
Mirage,9.0,26.0,21.0,6.0,15.0,1.0,47.0,52.0,Win
Dust II,37.0,27.0,23.0,10.0,16.0,3.0,21.0,60.0,Win
Dust II,30.0,24.0,22.0,4.0,16.0,2.0,27.0,51.0,Win
Inferno,30.0,27.0,17.0,6.0,16.0,4.0,47.0,47.0,Win
Cache,10.0,29.0,14.0,5.0,17.0,1.0,14.0,39.0,Win
Mirage,26.0,21.0,10.0,4.0,18.0,1.0,20.0,26.0,Lost
Dust II,3.0,21.0,17.0,5.0,13.0,1.0,17.0,51.0,Win
Cache,151.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Win
Cache,105.0,40.0,18.0,3.0,23.0,1.0,11.0,41.0,Lost
Dust II,4.0,103.0,26.0,8.0,17.0,2.0,30.0,70.0,Lost
Cache,33.0,75.0,16.0,5.0,19.0,1.0,37.0,41.0,Win
Mirage,6.0,21.0,10.0,6.0,18.0,3.0,30.0,36.0,Win
Inferno,1.0,25.0,20.0,5.0,21.0,2.0,40.0,49.0,Tie
Inferno,1.0,41.0,7.0,4.0,16.0,0.0,14.0,18.0,Lost
Cache,25.0,35.0,27.0,4.0,19.0,8.0,21.0,80.0,Lost
Mirage,16.0,36.0,13.0,7.0,22.0,0.0,7.0,40.0,Lost
Dust II,19.0,21.0,10.0,1.0,17.0,0.0,40.0,24.0,Lost
Dust II,24.0,26.0,24.0,8.0,22.0,3.0,8.0,61.0,Win
Dust II,3.0,70.0,14.0,3.0,20.0,2.0,7.0,31.0,Lost
Dust II,3.0,29.0,7.0,3.0,17.0,1.0,42.0,24.0,Lost
Dust II,9.0,40.0,21.0,6.0,23.0,3.0,38.0,61.0,Win
Mirage,15.0,27.0,16.0,3.0,16.0,2.0,25.0,40.0,Lost
Mirage,32.0,39.0,13.0,1.0,16.0,2.0,23.0,30.0,Lost
Mirage,18.0,22.0,10.0,7.0,13.0,1.0,18.0,35.0,Win
Dust II,1.0,35.0,18.0,6.0,22.0,3.0,27.0,53.0,Tie
Overpass,16.0,0.0,16.0,4.0,15.0,2.0,37.0,41.0,Win
Overpass,34.0,39.0,8.0,2.0,18.0,0.0,12.0,20.0,Lost
Dust II,21.0,22.0,20.0,4.0,19.0,3.0,40.0,51.0,Win
Mirage,133.0,20.0,14.0,8.0,20.0,4.0,21.0,47.0,Lost
Mirage,5.0,21.0,14.0,3.0,18.0,1.0,35.0,36.0,Lost
Cache,13.0,22.0,21.0,6.0,19.0,3.0,19.0,58.0,Lost
Inferno,15.0,38.0,22.0,12.0,21.0,3.0,36.0,64.0,Win
Mirage,39.0,37.0,15.0,6.0,10.0,3.0,20.0,46.0,Win
Dust II,7.0,36.0,17.0,2.0,17.0,1.0,41.0,44.0,Lost
Mirage,14.0,20.0,20.0,8.0,9.0,7.0,20.0,60.0,Win
Dust II,2.0,41.0,17.0,5.0,18.0,4.0,41.0,48.0,Lost
Inferno,17.0,43.0,22.0,1.0,18.0,4.0,22.0,53.0,Tie
Mirage,84.0,57.0,25.0,7.0,18.0,3.0,24.0,63.0,Win
Mirage,17.0,23.0,20.0,4.0,22.0,2.0,15.0,48.0,Lost
Inferno,32.0,25.0,10.0,3.0,21.0,0.0,60.0,23.0,Lost
Mirage,7.0,40.0,14.0,10.0,24.0,0.0,26.0,45.0,Lost
Mirage,17.0,24.0,13.0,6.0,22.0,2.0,30.0,41.0,Win
Inferno,28.0,36.0,11.0,2.0,9.0,1.0,36.0,29.0,Win
Mirage,3.0,38.0,18.0,5.0,19.0,2.0,38.0,47.0,Lost
Mirage,4.0,27.0,9.0,6.0,21.0,0.0,22.0,27.0,Lost
Mirage,2.0,36.0,17.0,4.0,17.0,4.0,38.0,47.0,Win
